age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
80.5,private,160035.0,some-college,10.0,divorced,machine-op-inspct,not-in-family,white,male,40.0,united-states,<=50k
37.0,private,211154.0,some-college,10.0,divorced,machine-op-inspct,not-in-family,white,male,52.0,united-states,<=50k
30.0,self-emp-inc,117570.0,hs-grad,9.0,divorced,other-service,not-in-family,white,female,52.5,united-states,<=50k
34.0,private,112139.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
62.0,state-gov,198686.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
34.0,local-gov,93886.0,bachelors,10.0,married-civ-spouse,prof-specialty,wife,white,female,46.0,united-states,>50k
39.0,state-gov,141420.0,some-college,10.0,married-civ-spouse,protective-serv,husband,white,male,40.0,united-states,<=50k
57.0,private,134195.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
46.0,private,152249.0,hs-grad,9.0,married-spouse-absent,other-service,not-in-family,white,male,35.0,mexico,<=50k
24.0,private,111445.0,hs-grad,9.0,never-married,sales,not-in-family,white,male,38.0,united-states,<=50k
27.0,private,367390.0,some-college,10.0,never-married,craft-repair,unmarried,white,male,50.0,united-states,<=50k
31.0,private,204829.0,hs-grad,9.0,divorced,machine-op-inspct,not-in-family,white,male,40.0,united-states,<=50k
26.0,private,195734.0,hs-grad,9.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
42.0,private,319016.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,45.0,united-states,<=50k
18.0,private,237646.0,some-college,10.0,never-married,adm-clerical,own-child,white,male,32.5,united-states,<=50k
40.0,private,206066.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,50.0,united-states,<=50k
60.0,self-emp-not-inc,88055.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
28.0,private,291374.0,hs-grad,10.0,separated,craft-repair,unmarried,black,female,32.5,united-states,<=50k
31.0,private,169122.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,<=50k
22.0,private,173736.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,50.0,united-states,<=50k
44.0,private,144067.0,bachelors,13.0,divorced,adm-clerical,not-in-family,white,male,32.5,united-states,<=50k
48.0,private,192894.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
46.0,self-emp-not-inc,233974.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,35.0,united-states,<=50k
38.0,local-gov,162613.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,52.5,united-states,<=50k
40.0,local-gov,33155.0,hs-grad,9.0,never-married,other-service,own-child,white,male,40.0,united-states,<=50k
58.0,private,27385.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
51.0,private,274502.0,7th-8th,4.5,divorced,craft-repair,not-in-family,white,female,48.0,united-states,<=50k
40.0,private,255675.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
80.5,federal-gov,338320.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,>50k
38.0,private,292307.0,bachelors,13.0,married-spouse-absent,craft-repair,not-in-family,black,male,40.0,dominican-republic,<=50k
66.0,private,129476.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
38.0,self-emp-not-inc,214008.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,>50k
50.0,private,151580.0,assoc-acdm,12.0,married-civ-spouse,craft-repair,husband,white,male,45.0,united-states,<=50k
52.0,local-gov,146565.0,assoc-acdm,12.0,divorced,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
34.0,private,325658.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
70.0,private,304570.0,bachelors,13.0,widowed,machine-op-inspct,other-relative,asian-pac-islander,male,32.5,philippines,<=50k
17.0,private,34088.0,12th,8.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
80.5,local-gov,353270.0,assoc-voc,11.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
21.0,private,214716.0,some-college,10.0,never-married,adm-clerical,own-child,white,female,32.5,united-states,<=50k
45.0,private,168598.0,12th,8.0,married-civ-spouse,adm-clerical,wife,black,female,40.0,united-states,>50k
28.0,private,108574.0,some-college,10.0,never-married,other-service,not-in-family,white,female,40.0,united-states,<=50k
21.0,private,78170.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,42.0,united-states,<=50k
23.0,private,83891.0,hs-grad,9.0,never-married,sales,own-child,asian-pac-islander,male,40.0,united-states,<=50k
37.0,private,236359.0,some-college,10.0,divorced,adm-clerical,not-in-family,black,female,37.0,united-states,<=50k
54.0,private,203635.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,52.5,united-states,>50k
52.0,self-emp-inc,416720.25,masters,10.0,divorced,craft-repair,not-in-family,black,female,50.0,united-states,<=50k
42.0,private,158555.0,10th,6.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
32.0,private,215047.0,7th-8th,4.5,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
18.0,private,294387.0,11th,7.0,never-married,handlers-cleaners,not-in-family,white,male,40.0,united-states,<=50k
34.0,private,314375.0,assoc-voc,11.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
38.0,self-emp-not-inc,245090.0,9th,5.0,married-civ-spouse,craft-repair,husband,white,male,40.0,mexico,<=50k
34.0,private,122116.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
22.0,self-emp-not-inc,361280.0,bachelors,13.0,never-married,prof-specialty,own-child,asian-pac-islander,male,32.5,india,<=50k
41.0,private,156566.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
80.5,private,351810.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,female,45.0,cuba,<=50k
53.0,private,358056.0,11th,7.0,divorced,other-service,unmarried,white,female,40.0,united-states,<=50k
56.0,private,164332.0,hs-grad,9.0,married-civ-spouse,sales,wife,white,female,32.5,united-states,<=50k
50.0,federal-gov,343014.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,black,male,40.0,united-states,<=50k
53.0,private,228500.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,>50k
30.0,private,195750.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,32.5,united-states,<=50k
31.0,self-emp-not-inc,182177.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
21.0,private,176690.0,some-college,10.0,never-married,other-service,own-child,white,male,32.5,united-states,<=50k
48.0,private,155659.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
32.0,private,205019.0,assoc-acdm,12.0,never-married,sales,not-in-family,black,male,50.0,united-states,<=50k
33.0,state-gov,357691.0,masters,14.0,married-civ-spouse,protective-serv,husband,black,male,40.0,united-states,<=50k
46.0,private,24728.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,female,48.0,united-states,<=50k
25.0,private,178326.0,some-college,10.0,never-married,sales,not-in-family,white,female,40.0,united-states,<=50k
22.0,self-emp-inc,40767.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
56.0,private,154537.0,some-college,10.0,divorced,craft-repair,unmarried,white,female,50.0,united-states,>50k
18.0,private,74539.0,10th,6.0,never-married,sales,not-in-family,white,male,32.5,united-states,<=50k
27.0,private,179565.0,bachelors,13.0,never-married,adm-clerical,not-in-family,white,female,37.0,united-states,<=50k
31.0,private,416720.25,assoc-acdm,12.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
48.0,private,107373.0,7th-8th,4.5,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
56.0,local-gov,216824.0,prof-school,15.0,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,40.0,philippines,>50k
23.0,federal-gov,320294.0,hs-grad,9.0,never-married,prof-specialty,not-in-family,white,male,40.0,united-states,<=50k
32.0,private,152940.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
34.0,private,340880.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,philippines,>50k
18.0,private,120781.0,10th,6.0,never-married,other-service,own-child,white,male,32.5,united-states,<=50k
22.0,private,62865.0,assoc-acdm,12.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
33.0,private,133503.0,hs-grad,9.0,married-civ-spouse,protective-serv,husband,white,male,48.0,united-states,>50k
76.0,self-emp-not-inc,174309.0,masters,14.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
24.0,private,416720.25,hs-grad,10.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
25.0,private,394820.0,some-college,10.0,separated,craft-repair,unmarried,white,female,32.5,united-states,<=50k
51.0,federal-gov,140516.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
37.0,private,256723.0,some-college,10.0,divorced,adm-clerical,unmarried,black,female,35.0,united-states,<=50k
53.0,private,251063.0,some-college,10.0,separated,exec-managerial,unmarried,black,female,40.0,united-states,<=50k
17.0,private,303317.0,11th,7.0,never-married,craft-repair,own-child,white,male,40.0,united-states,<=50k
24.0,private,235722.0,hs-grad,9.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
21.0,private,116489.0,some-college,10.0,never-married,sales,own-child,white,female,52.5,united-states,<=50k
50.0,private,171852.0,bachelors,13.0,separated,prof-specialty,own-child,other,female,40.0,united-states,<=50k
38.0,private,296317.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,mexico,<=50k
20.0,private,147884.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,40.0,united-states,<=50k
54.0,private,21698.0,10th,6.0,divorced,other-service,unmarried,white,female,40.0,united-states,<=50k
26.0,private,198163.0,masters,14.0,married-civ-spouse,sales,wife,white,female,40.0,united-states,<=50k
34.0,private,117983.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
40.0,self-emp-not-inc,33658.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
56.0,private,343849.0,some-college,10.0,married-civ-spouse,transport-moving,husband,black,male,40.0,united-states,<=50k
32.0,private,226696.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,52.5,united-states,>50k
44.0,self-emp-not-inc,89172.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,<=50k
27.0,self-emp-inc,153546.0,assoc-voc,11.0,married-civ-spouse,other-service,wife,white,female,36.0,united-states,>50k
23.0,private,129583.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,black,female,32.5,united-states,<=50k
38.0,private,416720.25,bachelors,13.0,never-married,exec-managerial,not-in-family,white,male,50.0,united-states,<=50k
40.0,private,195892.0,some-college,10.0,divorced,transport-moving,not-in-family,black,female,40.0,united-states,<=50k
73.0,self-emp-inc,191540.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,>50k
47.0,private,26994.0,some-college,10.0,divorced,adm-clerical,not-in-family,white,female,35.0,united-states,<=50k
59.0,local-gov,197290.0,9th,5.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
58.0,private,182123.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,44.0,united-states,<=50k
23.0,private,205865.0,bachelors,13.0,never-married,exec-managerial,own-child,white,male,32.5,united-states,<=50k
60.0,private,85995.0,masters,14.0,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,50.0,south,>50k
36.0,private,110998.0,masters,14.0,widowed,tech-support,unmarried,asian-pac-islander,female,40.0,india,<=50k
46.0,private,177305.0,assoc-voc,11.0,married-civ-spouse,craft-repair,wife,black,female,35.0,united-states,>50k
56.0,private,290641.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
18.0,private,193166.0,9th,5.0,never-married,craft-repair,own-child,white,female,42.0,united-states,<=50k
45.0,self-emp-not-inc,111679.0,some-college,10.0,divorced,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
42.0,private,220776.0,hs-grad,9.0,separated,handlers-cleaners,unmarried,white,male,40.0,poland,<=50k
34.0,private,318641.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,black,male,45.0,united-states,>50k
26.0,private,402998.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
30.0,private,122889.0,masters,14.0,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,50.0,india,>50k
29.0,self-emp-inc,266070.0,bachelors,13.0,divorced,prof-specialty,not-in-family,white,female,52.5,united-states,<=50k
34.0,local-gov,106169.0,masters,14.0,divorced,prof-specialty,not-in-family,white,female,50.0,united-states,<=50k
41.0,private,210844.0,some-college,10.0,married-spouse-absent,sales,unmarried,black,female,40.0,united-states,<=50k
53.0,private,121618.0,7th-8th,4.5,never-married,transport-moving,not-in-family,amer-indian-eskimo,male,40.0,united-states,<=50k
33.0,state-gov,332379.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
26.0,private,78172.0,some-college,10.0,married-af-spouse,protective-serv,husband,white,male,40.0,united-states,<=50k
60.0,private,202226.0,some-college,10.0,divorced,craft-repair,own-child,white,male,44.0,united-states,>50k
28.0,private,365411.0,9th,5.0,married-civ-spouse,machine-op-inspct,husband,white,male,42.0,united-states,<=50k
46.0,self-emp-not-inc,246212.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,45.0,united-states,>50k
38.0,private,255621.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
31.0,private,339482.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
61.0,private,101500.0,assoc-voc,11.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,<=50k
20.0,private,244406.0,hs-grad,9.0,never-married,adm-clerical,own-child,black,female,40.0,united-states,<=50k
25.0,private,298225.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,35.0,united-states,<=50k
36.0,federal-gov,416720.25,some-college,10.0,separated,adm-clerical,unmarried,black,female,52.5,united-states,<=50k
51.0,private,224207.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
73.0,self-emp-inc,80986.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,32.5,united-states,<=50k
25.0,private,344804.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,50.0,mexico,<=50k
39.0,private,82540.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,<=50k
22.0,private,379778.0,hs-grad,9.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
22.0,private,72310.0,11th,7.0,never-married,transport-moving,not-in-family,white,male,52.5,united-states,<=50k
59.0,local-gov,50929.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
22.0,private,221480.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,40.0,united-states,<=50k
50.0,self-emp-not-inc,167728.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
40.0,private,168071.0,hs-grad,9.0,never-married,craft-repair,own-child,white,male,32.5,united-states,<=50k
34.0,private,90614.0,assoc-acdm,12.0,married-civ-spouse,tech-support,husband,white,male,32.5,united-states,<=50k
22.0,private,279901.0,hs-grad,9.0,married-civ-spouse,other-service,own-child,black,male,40.0,united-states,<=50k
35.0,private,195946.0,some-college,10.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,40.0,philippines,>50k
26.0,private,247006.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,52.0,united-states,<=50k
61.0,self-emp-not-inc,224784.0,assoc-acdm,12.0,married-spouse-absent,exec-managerial,not-in-family,white,female,52.5,united-states,<=50k
71.0,private,52171.0,7th-8th,4.5,divorced,craft-repair,unmarried,white,male,45.0,united-states,<=50k
60.0,local-gov,141637.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
80.5,local-gov,214706.0,hs-grad,9.0,never-married,other-service,unmarried,white,female,40.0,united-states,<=50k
21.0,private,191444.0,11th,7.0,never-married,farming-fishing,unmarried,white,male,40.0,united-states,<=50k
23.0,private,200967.0,hs-grad,10.0,divorced,other-service,own-child,white,female,32.5,united-states,<=50k
80.5,private,172047.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,40.0,united-states,<=50k
71.0,self-emp-inc,118119.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
56.0,local-gov,216851.0,bachelors,13.0,married-civ-spouse,tech-support,husband,white,male,40.0,united-states,>50k
42.0,private,118686.0,some-college,10.0,divorced,prof-specialty,unmarried,white,female,32.5,united-states,<=50k
36.0,private,186865.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
33.0,federal-gov,207172.0,hs-grad,9.0,never-married,exec-managerial,not-in-family,white,female,40.0,united-states,<=50k
55.0,private,189933.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
52.0,private,128272.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,32.5,united-states,<=50k
44.0,self-emp-not-inc,202692.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,<=50k
42.0,self-emp-not-inc,37618.0,some-college,10.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
41.0,private,184378.0,hs-grad,9.0,separated,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
37.0,private,38948.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
51.0,private,98791.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
50.0,state-gov,45961.0,bachelors,13.0,married-spouse-absent,prof-specialty,not-in-family,white,male,40.0,united-states,<=50k
47.0,self-emp-inc,215620.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
58.0,private,113398.0,hs-grad,9.0,never-married,other-service,other-relative,white,male,32.5,united-states,<=50k
33.0,self-emp-not-inc,24504.0,hs-grad,9.0,separated,craft-repair,other-relative,white,male,50.0,united-states,<=50k
32.0,private,30271.0,some-college,10.0,divorced,exec-managerial,unmarried,white,female,32.5,united-states,<=50k
27.0,private,321577.0,hs-grad,9.0,never-married,machine-op-inspct,own-child,black,female,40.0,united-states,<=50k
38.0,private,296999.0,bachelors,13.0,never-married,exec-managerial,not-in-family,white,female,52.5,united-states,<=50k
46.0,private,72896.0,9th,5.0,married-civ-spouse,machine-op-inspct,husband,white,male,43.0,united-states,<=50k
21.0,private,275726.0,hs-grad,9.0,never-married,craft-repair,own-child,black,male,40.0,united-states,<=50k
54.0,private,163894.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,black,male,40.0,united-states,<=50k
63.0,self-emp-inc,96930.0,assoc-acdm,12.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
47.0,private,344157.0,11th,7.0,divorced,handlers-cleaners,not-in-family,white,male,40.0,united-states,<=50k
80.5,local-gov,227796.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
46.0,private,250821.0,prof-school,15.0,divorced,farming-fishing,unmarried,white,male,48.0,united-states,<=50k
27.0,private,185127.0,assoc-voc,11.0,never-married,exec-managerial,own-child,white,male,40.0,united-states,<=50k
33.0,private,208180.0,bachelors,13.0,never-married,sales,not-in-family,white,female,40.0,united-states,<=50k
77.0,self-emp-not-inc,71676.0,some-college,10.0,widowed,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
22.0,private,187052.0,11th,7.0,never-married,sales,unmarried,white,female,32.5,united-states,<=50k
21.0,private,75763.0,some-college,10.0,married-civ-spouse,sales,wife,amer-indian-eskimo,female,40.0,united-states,<=50k
30.0,private,281030.0,assoc-voc,11.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
18.0,private,115443.0,11th,7.0,never-married,handlers-cleaners,not-in-family,white,male,32.5,united-states,<=50k
26.0,private,274724.0,some-college,10.0,never-married,other-service,other-relative,white,male,40.0,nicaragua,<=50k
25.0,private,81286.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,45.0,united-states,<=50k
22.0,private,275385.0,some-college,10.0,never-married,other-service,other-relative,white,male,32.5,united-states,<=50k
51.0,private,172046.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
59.0,local-gov,105866.0,bachelors,13.0,married-civ-spouse,protective-serv,husband,black,male,32.5,united-states,<=50k
59.0,private,416720.25,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,36.0,united-states,>50k
30.0,private,341051.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
45.0,private,325390.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,<=50k
32.0,federal-gov,90653.0,hs-grad,9.0,never-married,craft-repair,unmarried,white,female,40.0,united-states,<=50k
48.0,private,43206.0,prof-school,15.0,divorced,prof-specialty,unmarried,white,female,32.5,united-states,<=50k
33.0,private,416720.25,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,45.0,united-states,>50k
31.0,private,133770.0,assoc-acdm,12.0,married-civ-spouse,craft-repair,not-in-family,asian-pac-islander,male,50.0,united-states,>50k
65.0,private,115513.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,48.0,united-states,>50k
24.0,private,123983.0,11th,7.0,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,40.0,other-merged,<=50k
20.0,private,179423.0,some-college,10.0,never-married,handlers-cleaners,own-child,white,female,32.5,united-states,<=50k
38.0,private,137707.0,assoc-voc,11.0,married-civ-spouse,tech-support,wife,white,female,40.0,united-states,>50k
40.0,local-gov,183765.0,assoc-acdm,12.0,never-married,prof-specialty,not-in-family,white,male,40.0,united-states,>50k
47.0,private,101684.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
33.0,state-gov,163110.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,32.5,united-states,<=50k
46.0,private,283037.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
20.0,private,121023.0,some-college,10.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
34.0,private,198183.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
32.0,local-gov,40444.0,masters,14.0,never-married,prof-specialty,not-in-family,white,male,50.0,united-states,<=50k
34.0,private,125279.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
62.0,private,238913.0,some-college,10.0,married-civ-spouse,tech-support,husband,white,male,32.5,united-states,<=50k
40.0,private,151408.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,40.0,united-states,<=50k
42.0,self-emp-not-inc,82297.0,7th-8th,10.0,married-civ-spouse,other-service,wife,black,female,50.0,united-states,<=50k
35.0,private,193106.0,hs-grad,9.0,separated,adm-clerical,unmarried,white,female,32.5,united-states,<=50k
24.0,private,161708.0,hs-grad,9.0,divorced,exec-managerial,not-in-family,white,female,45.0,united-states,>50k
35.0,private,330664.0,hs-grad,9.0,divorced,transport-moving,not-in-family,white,male,40.0,united-states,<=50k
43.0,self-emp-not-inc,99220.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,40.0,united-states,>50k
44.0,private,247880.0,assoc-voc,11.0,divorced,exec-managerial,not-in-family,white,male,40.0,united-states,>50k
46.0,private,315423.0,some-college,10.0,married-civ-spouse,sales,husband,white,male,50.0,united-states,<=50k
18.0,private,36162.0,11th,7.0,never-married,craft-repair,own-child,white,male,32.5,united-states,<=50k
26.0,self-emp-inc,366662.0,hs-grad,9.0,never-married,sales,own-child,white,male,50.0,united-states,<=50k
34.0,private,154548.0,some-college,10.0,never-married,adm-clerical,unmarried,white,female,38.0,united-states,<=50k
33.0,private,122116.0,hs-grad,9.0,married-civ-spouse,sales,husband,white,male,45.0,united-states,<=50k
45.0,private,111979.0,hs-grad,9.0,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
32.0,private,198068.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
30.0,private,363296.0,hs-grad,9.0,never-married,handlers-cleaners,unmarried,black,male,52.5,united-states,<=50k
48.0,self-emp-not-inc,191389.0,some-college,10.0,separated,sales,unmarried,white,female,50.0,united-states,<=50k
34.0,private,110622.0,bachelors,13.0,never-married,exec-managerial,not-in-family,asian-pac-islander,female,40.0,philippines,<=50k
56.0,self-emp-not-inc,176280.0,hs-grad,9.0,divorced,other-service,not-in-family,white,male,50.0,united-states,<=50k
51.0,local-gov,203334.0,doctorate,16.0,divorced,craft-repair,not-in-family,white,female,45.0,united-states,>50k
19.0,private,405526.0,hs-grad,9.0,never-married,handlers-cleaners,own-child,white,male,40.0,united-states,<=50k
40.0,self-emp-inc,225165.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
36.0,private,169926.0,hs-grad,9.0,divorced,sales,not-in-family,white,female,40.0,united-states,<=50k
39.0,private,300760.0,hs-grad,10.0,divorced,tech-support,unmarried,white,female,50.0,united-states,<=50k
63.0,local-gov,57674.0,masters,14.0,married-civ-spouse,prof-specialty,husband,white,male,48.0,united-states,<=50k
47.0,private,28035.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
24.0,private,174461.0,some-college,10.0,never-married,craft-repair,own-child,white,female,45.0,united-states,<=50k
43.0,private,111895.0,bachelors,13.0,married-civ-spouse,prof-specialty,husband,white,male,50.0,united-states,>50k
80.5,private,219122.0,some-college,10.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
30.0,self-emp-not-inc,178255.0,bachelors,13.0,married-civ-spouse,sales,husband,white,male,52.5,united-states,<=50k
42.0,private,289636.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,46.0,united-states,<=50k
80.5,private,113106.0,some-college,10.0,never-married,craft-repair,own-child,white,female,32.5,united-states,<=50k
33.0,private,159548.0,some-college,10.0,divorced,adm-clerical,unmarried,black,female,38.0,united-states,<=50k
34.0,private,212781.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
18.0,private,36882.0,hs-grad,9.0,never-married,adm-clerical,own-child,white,female,32.5,united-states,<=50k
32.0,private,113838.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
25.0,private,109609.0,some-college,10.0,never-married,other-service,not-in-family,white,male,32.5,united-states,<=50k
36.0,private,33355.0,some-college,10.0,never-married,other-service,own-child,white,male,45.0,united-states,<=50k
38.0,private,173968.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,45.0,united-states,<=50k
34.0,private,345705.0,hs-grad,9.0,divorced,craft-repair,not-in-family,white,male,38.0,united-states,<=50k
80.5,private,218178.0,hs-grad,9.0,never-married,handlers-cleaners,not-in-family,white,male,40.0,united-states,<=50k
